Customer ID,Email,Age,Gender,Time on App (minutes),Time on Web (minutes),Membership,Favorite Product Base,Demography,Annual Income (K$),Spending Score
706,user706@hotmail.com,38,Male,22,162,Yes,Clothing,Coimbatore,211,92
707,user707@yahoo.com,27,Male,27,173,Yes,Clothing,Mumbai,182,27
708,user708@srm.ac.in,29,Male,104,83,No,Clothing,Mumbai,239,94
709,user709@hotmail.com,19,Male,147,154,No,Luxury & Beauty,Chennai,145,29
710,user710@hotmail.com,47,Female,106,44,Yes,Groceries,Chennai,43,90
711,user711@gmail.com,22,Male,146,149,No,Books,Salem,116,95
712,user712@outlook.com,74,Female,88,150,Yes,Books,Tiruppur,294,7
713,user713@hotmail.com,79,Female,75,98,No,Clothing,New Delhi,170,100
714,user714@hotmail.com,77,Male,138,85,No,Clothing,Salem,96,23
715,user715@srm.ac.in,14,Female,122,114,Yes,Groceries,Chennai,187,63
716,user716@kpriet.ac.in,53,Female,8,48,Yes,Electronics,Chennai,146,94
717,user717@gmail.com,26,Male,164,6,Yes,Groceries,Coimbatore,47,51
718,user718@srm.ac.in,58,Female,155,85,No,Clothing,Kanpur,163,39
719,user719@hotmail.com,29,Male,138,68,Yes,Books,Coimbatore,84,85
720,user720@hotmail.com,30,Female,112,61,Yes,Groceries,Kanpur,280,21
721,user721@gmail.com,33,Male,33,169,Yes,Electronics,Salem,270,3
722,user722@yahoo.com,31,Female,111,116,No,Luxury & Beauty,Bangalore,127,71
723,user723@yahoo.com,66,Female,43,75,No,Luxury & Beauty,Chennai,61,51
724,user724@hotmail.com,15,Male,42,97,No,Books,Bangalore,260,44
725,user725@hotmail.com,62,Female,150,39,No,Electronics,Coimbatore,53,55
726,user726@srm.ac.in,56,Female,155,178,Yes,Groceries,Bangalore,105,87
727,user727@kpriet.ac.in,40,Female,154,89,Yes,Clothing,New Delhi,280,61
728,user728@kpriet.ac.in,66,Female,30,127,No,Clothing,Salem,218,45
729,user729@srm.ac.in,46,Male,32,123,No,Electronics,New Delhi,280,97
730,user730@srm.ac.in,67,Female,149,119,No,Groceries,Bangalore,211,51
731,user731@outlook.com,39,Male,30,96,No,Electronics,Mumbai,275,51
732,user732@hotmail.com,78,Male,78,83,Yes,Groceries,Salem,285,10
733,user733@outlook.com,40,Male,142,129,No,Luxury & Beauty,Kanpur,257,68
734,user734@yahoo.com,49,Female,93,146,Yes,Groceries,Bangalore,111,94
735,user735@hotmail.com,70,Male,110,32,No,Groceries,Coimbatore,184,37
736,user736@hotmail.com,34,Male,72,49,No,Clothing,Mumbai,211,37
737,user737@gmail.com,57,Female,103,170,Yes,Books,Salem,289,90
738,user738@hotmail.com,66,Female,172,160,No,Clothing,Chennai,267,25
739,user739@yahoo.com,69,Female,129,25,Yes,Luxury & Beauty,Bangalore,273,90
740,user740@kpriet.ac.in,46,Male,151,76,Yes,Electronics,New Delhi,262,71
741,user741@kpriet.ac.in,58,Male,160,40,No,Clothing,Coimbatore,157,51
742,user742@hotmail.com,74,Male,126,142,No,Electronics,Salem,225,13
743,user743@kpriet.ac.in,77,Female,14,55,Yes,Clothing,Kanpur,38,17
744,user744@outlook.com,63,Male,49,72,Yes,Books,Coimbatore,126,42
745,user745@hotmail.com,30,Male,75,165,No,Books,Coimbatore,132,97
746,user746@outlook.com,35,Female,108,24,Yes,Clothing,Coimbatore,123,75
747,user747@srm.ac.in,27,Female,41,24,No,Clothing,Salem,251,7
748,user748@srm.ac.in,42,Female,163,9,Yes,Electronics,Kanpur,140,91
749,user749@gmail.com,16,Female,160,134,Yes,Electronics,Bangalore,222,39
750,user750@hotmail.com,71,Male,179,166,No,Luxury & Beauty,Salem,131,59
751,user751@srm.ac.in,57,Female,107,12,No,Luxury & Beauty,New Delhi,176,84
752,user752@srm.ac.in,80,Male,14,153,No,Clothing,Bangalore,237,21
753,user753@kpriet.ac.in,23,Female,106,153,No,Books,New Delhi,213,74
754,user754@gmail.com,76,Male,89,108,Yes,Luxury & Beauty,Chennai,100,18
755,user755@gmail.com,25,Female,65,156,Yes,Luxury & Beauty,Tiruppur,211,57
756,user756@kpriet.ac.in,46,Female,17,59,Yes,Groceries,Bangalore,150,90
757,user757@hotmail.com,20,Male,126,14,Yes,Books,Chennai,63,62
758,user758@outlook.com,30,Male,73,146,Yes,Electronics,Tiruppur,88,38
759,user759@hotmail.com,44,Male,100,71,No,Electronics,Bangalore,63,19
760,user760@outlook.com,67,Female,10,144,Yes,Electronics,Chennai,171,27
761,user761@gmail.com,75,Female,91,143,No,Groceries,New Delhi,247,28
762,user762@yahoo.com,28,Female,82,125,Yes,Clothing,Coimbatore,285,96
763,user763@hotmail.com,65,Female,84,172,Yes,Clothing,Bangalore,200,26
764,user764@yahoo.com,21,Male,76,43,No,Electronics,New Delhi,137,95
765,user765@outlook.com,38,Female,130,98,Yes,Books,Kanpur,41,84
766,user766@hotmail.com,67,Female,180,105,Yes,Groceries,Mumbai,258,2
767,user767@yahoo.com,54,Female,30,62,Yes,Electronics,New Delhi,282,47
768,user768@yahoo.com,13,Male,63,155,No,Electronics,Chennai,192,93
769,user769@hotmail.com,63,Female,39,79,Yes,Clothing,New Delhi,238,74
770,user770@yahoo.com,16,Female,81,39,Yes,Books,Salem,250,14
771,user771@hotmail.com,60,Female,118,123,No,Groceries,New Delhi,259,87
772,user772@yahoo.com,74,Male,87,133,No,Groceries,New Delhi,241,19
773,user773@gmail.com,57,Female,73,135,No,Luxury & Beauty,New Delhi,229,49
774,user774@hotmail.com,40,Male,111,28,No,Books,Mumbai,208,55
775,user775@gmail.com,59,,,,,,,,
776,user776@kpriet.ac.in,20,Male,170,98,No,Luxury & Beauty,Mumbai,182,22
777,user777@srm.ac.in,57,Female,27,133,Yes,Clothing,Salem,159,8
778,user778@gmail.com,38,Male,53,7,Yes,Electronics,Mumbai,215,13
,,,,,,,,,,
780,user780@outlook.com,50,Male,59,66,Yes,Clothing,Coimbatore,111,61
781,user781@kpriet.ac.in,22,Male,109,162,Yes,Electronics,Bangalore,246,23
782,user782@gmail.com,52,Male,129,180,Yes,Clothing,Bangalore,139,7
783,user783@kpriet.ac.in,28,Female,137,47,No,Books,Coimbatore,155,16
784,user784@gmail.com,27,Female,100,136,Yes,Clothing,Tiruppur,58,66
785,user785@gmail.com,14,Female,19,40,Yes,Books,Chennai,203,84
786,user786@outlook.com,46,Male,136,119,Yes,Clothing,Bangalore,62,44
787,user787@outlook.com,70,Female,45,45,Yes,Electronics,Kanpur,170,76
788,user788@gmail.com,27,Male,21,50,No,Books,Mumbai,276,56
789,user789@srm.ac.in,70,Male,84,149,Yes,Groceries,Tiruppur,282,20
790,user790@outlook.com,67,Female,134,149,No,Books,New Delhi,299,81
791,user791@outlook.com,10,Female,108,173,Yes,Electronics,Mumbai,60,93
792,user792@outlook.com,20,Male,39,42,No,Books,Salem,161,52
793,user793@hotmail.com,12,Male,139,128,No,Clothing,Chennai,136,32
794,user794@kpriet.ac.in,42,Female,150,96,Yes,Clothing,Coimbatore,70,5
795,user795@gmail.com,37,Female,12,15,No,Groceries,Mumbai,80,16
796,user796@srm.ac.in,29,Female,49,61,No,Books,Kanpur,56,31
797,user797@outlook.com,80,Male,54,129,No,Clothing,Salem,204,51
798,user798@hotmail.com,77,Male,56,64,Yes,Books,Mumbai,39,63
799,user799@kpriet.ac.in,64,Male,19,21,Yes,Luxury & Beauty,Salem,299,39
800,user800@yahoo.com,24,Female,68,72,Yes,Clothing,Bangalore,122,89
801,user801@yahoo.com,46,Male,13,99,Yes,Books,Chennai,190,77
802,user802@outlook.com,40,Male,121,64,Yes,Clothing,Mumbai,120,23
803,user803@srm.ac.in,48,Male,17,15,No,Luxury & Beauty,New Delhi,188,84
804,user804@srm.ac.in,25,Female,97,176,Yes,Luxury & Beauty,New Delhi,148,96
805,user805@kpriet.ac.in,16,Female,55,57,No,Clothing,New Delhi,174,49
806,user806@kpriet.ac.in,40,Male,75,137,No,Luxury & Beauty,Coimbatore,160,100
807,user807@gmail.com,63,Female,99,97,Yes,Clothing,Chennai,117,89
808,user808@outlook.com,68,Male,123,104,Yes,Electronics,Salem,90,86
809,user809@yahoo.com,18,Female,,125,Yes,Groceries,Chennai,298,85
810,user810@gmail.com,24,Female,106,121,Yes,Electronics,New Delhi,153,12
811,user811@srm.ac.in,73,Female,167,16,Yes,Luxury & Beauty,Salem,24,100
812,user812@gmail.com,78,Female,36,15,No,Clothing,Bangalore,173,60
813,user813@yahoo.com,12,Female,179,171,No,Electronics,Tiruppur,164,84
814,user814@srm.ac.in,75,Male,12,87,No,Books,Chennai,197,49
815,user815@kpriet.ac.in,40,Female,66,31,No,Books,Coimbatore,226,36
816,user816@hotmail.com,28,Female,100,138,Yes,Books,Salem,227,81
817,user817@hotmail.com,47,Female,130,167,No,Clothing,Chennai,26,84
818,user818@kpriet.ac.in,64,Male,157,75,No,Luxury & Beauty,Mumbai,261,57
819,user819@outlook.com,10,Female,119,72,Yes,Clothing,Kanpur,282,48
820,user820@gmail.com,55,Male,50,153,No,Luxury & Beauty,Mumbai,96,2
821,user821@srm.ac.in,40,Male,126,144,No,Groceries,Kanpur,223,16
822,user822@kpriet.ac.in,63,Female,155,150,No,Clothing,Coimbatore,136,15
823,user823@kpriet.ac.in,33,Male,146,49,Yes,Groceries,Bangalore,136,11
824,user824@outlook.com,20,Male,94,101,Yes,Clothing,Tiruppur,127,16
825,user825@gmail.com,77,Female,93,172,No,Groceries,Kanpur,262,63
826,user826@kpriet.ac.in,56,Male,46,101,No,Groceries,Mumbai,139,83
827,user827@yahoo.com,18,Male,71,98,Yes,Clothing,Chennai,284,86
828,user828@kpriet.ac.in,77,Female,28,155,Yes,Electronics,Tiruppur,259,66
,,,,,,,,,,
830,user830@gmail.com,74,Female,12,24,Yes,Groceries,Kanpur,194,3
831,user831@srm.ac.in,74,Female,103,137,No,Books,Kanpur,63,76
832,user832@gmail.com,80,Male,17,69,Yes,Clothing,Coimbatore,180,74
833,user833@yahoo.com,12,Female,46,101,Yes,Groceries,Bangalore,116,74
834,user834@srm.ac.in,59,Female,151,62,No,Books,Mumbai,239,62
835,user835@hotmail.com,70,Male,59,137,No,Books,Coimbatore,233,36
836,user836@kpriet.ac.in,15,Female,61,108,No,Luxury & Beauty,New Delhi,127,89
837,user837@yahoo.com,59,Male,170,95,No,Electronics,Kanpur,244,96
838,user838@gmail.com,57,Male,62,93,No,Books,Coimbatore,250,13
839,user839@srm.ac.in,42,Female,178,129,No,Clothing,Bangalore,35,76
840,user840@kpriet.ac.in,12,Female,57,128,Yes,Clothing,Salem,211,24
841,user841@yahoo.com,55,Male,73,159,No,Luxury & Beauty,Mumbai,91,50
842,user842@gmail.com,18,Male,171,6,No,Books,Salem,85,62
843,user843@hotmail.com,54,Female,,133,Yes,Groceries,Tiruppur,176,83
844,user844@hotmail.com,40,Female,136,40,Yes,Clothing,New Delhi,24,90
845,user845@gmail.com,23,Male,10,117,No,Groceries,New Delhi,275,56
846,user846@hotmail.com,52,Female,179,47,No,Clothing,Kanpur,201,39
847,user847@yahoo.com,27,Male,7,63,Yes,Groceries,New Delhi,193,74
848,user848@kpriet.ac.in,15,Female,126,24,Yes,Electronics,Coimbatore,135,17
849,user849@hotmail.com,55,Male,38,136,Yes,Books,Kanpur,234,13
850,user850@kpriet.ac.in,79,Male,170,169,Yes,Electronics,Mumbai,237,42
851,user851@outlook.com,53,Female,49,76,No,Electronics,Kanpur,226,9
852,user852@hotmail.com,32,Female,158,59,No,Books,Salem,295,92
853,user853@outlook.com,69,Female,7,43,No,Groceries,Bangalore,173,69
854,user854@kpriet.ac.in,71,Female,62,52,No,Electronics,Kanpur,186,24
855,user855@srm.ac.in,33,Female,69,45,Yes,Books,Kanpur,31,52
856,user856@kpriet.ac.in,27,Female,160,97,Yes,Groceries,Mumbai,36,90
857,user857@yahoo.com,18,Female,83,159,No,Books,Chennai,91,3
858,user858@srm.ac.in,68,Male,169,35,Yes,Books,Salem,98,51
859,user859@srm.ac.in,14,Male,75,174,No,Electronics,New Delhi,189,72
860,user860@hotmail.com,47,Male,113,63,Yes,Books,Tiruppur,220,69
861,user861@hotmail.com,35,Male,101,111,No,Books,Bangalore,215,68
862,user862@hotmail.com,15,Female,94,89,No,Clothing,New Delhi,124,63
863,user863@kpriet.ac.in,35,Male,122,34,Yes,Electronics,Mumbai,220,9
864,user864@srm.ac.in,15,Female,69,128,Yes,Groceries,Coimbatore,52,67
865,user865@yahoo.com,50,Male,60,177,Yes,Electronics,New Delhi,293,75
866,user866@yahoo.com,49,Female,124,127,Yes,Books,Kanpur,217,69
867,user867@outlook.com,75,Male,82,127,No,Clothing,Mumbai,116,92
868,user868@gmail.com,60,Female,178,58,No,Clothing,New Delhi,263,84
869,user869@yahoo.com,79,Female,138,156,Yes,Luxury & Beauty,Coimbatore,75,16
870,user870@hotmail.com,70,Male,164,46,No,Luxury & Beauty,Bangalore,188,97
871,user871@outlook.com,42,Male,106,170,Yes,Clothing,Bangalore,251,97
872,user872@hotmail.com,14,Female,154,110,No,Electronics,Coimbatore,175,27
873,user873@srm.ac.in,34,Female,31,10,No,Electronics,Tiruppur,67,85
874,user874@srm.ac.in,46,Male,6,67,Yes,Books,Kanpur,107,16
875,user875@kpriet.ac.in,55,Female,135,16,Yes,Luxury & Beauty,Coimbatore,73,24
,,,,,,,,,,
877,user877@yahoo.com,52,Female,100,151,Yes,Books,Mumbai,36,89
878,user878@gmail.com,44,Male,148,156,Yes,Groceries,Chennai,270,24
879,user879@hotmail.com,25,Male,170,46,Yes,Groceries,Mumbai,33,1
880,user880@yahoo.com,57,Female,157,39,Yes,Electronics,Kanpur,115,72
881,user881@outlook.com,65,Male,160,166,Yes,Books,Kanpur,121,58
882,user882@hotmail.com,61,Female,77,136,No,Books,Mumbai,55,41
883,user883@outlook.com,66,Female,81,15,No,Clothing,New Delhi,217,16
884,user884@yahoo.com,59,Female,180,151,No,Books,Coimbatore,165,6
885,user885@yahoo.com,53,Male,32,42,No,Clothing,Salem,125,17
886,user886@yahoo.com,33,Female,128,19,No,Luxury & Beauty,Coimbatore,139,74
887,user887@yahoo.com,73,Male,21,47,Yes,Books,Mumbai,169,27
888,user888@srm.ac.in,73,Male,91,71,Yes,Electronics,Chennai,288,84
889,user889@kpriet.ac.in,57,Male,75,51,Yes,Electronics,Mumbai,55,21
890,user890@yahoo.com,76,Female,168,137,Yes,Books,New Delhi,252,12
891,user891@srm.ac.in,44,Female,88,108,Yes,Luxury & Beauty,Bangalore,49,72
892,user892@gmail.com,20,Male,75,158,No,Groceries,Bangalore,208,33
893,user893@srm.ac.in,64,Male,71,149,Yes,Electronics,Kanpur,285,97
894,user894@outlook.com,20,Male,172,168,No,Luxury & Beauty,Chennai,25,5
895,user895@gmail.com,65,Male,171,9,No,Books,Mumbai,107,11
896,user896@outlook.com,33,Male,81,174,No,Luxury & Beauty,Kanpur,187,16
897,user897@kpriet.ac.in,79,Female,53,77,Yes,Groceries,Coimbatore,230,65
898,user898@hotmail.com,47,Female,43,26,No,Groceries,Salem,220,39
899,user899@hotmail.com,51,Male,137,60,Yes,Groceries,New Delhi,100,47
900,user900@srm.ac.in,23,Female,66,119,Yes,Clothing,New Delhi,76,70
901,user901@outlook.com,20,Female,19,160,No,Electronics,Coimbatore,86,22
902,user902@kpriet.ac.in,51,Female,158,125,No,Groceries,Salem,294,55
903,user903@hotmail.com,47,Female,108,128,No,Luxury & Beauty,Bangalore,234,85
904,user904@kpriet.ac.in,49,Male,174,48,No,Electronics,Tiruppur,264,1
905,user905@kpriet.ac.in,67,Male,86,61,Yes,Groceries,Bangalore,55,32
906,user906@hotmail.com,64,Female,179,110,Yes,Luxury & Beauty,Mumbai,219,39
907,user907@hotmail.com,31,Male,40,158,Yes,Electronics,Coimbatore,125,6
908,user908@gmail.com,66,Female,11,41,No,Electronics,Mumbai,86,67
909,user909@gmail.com,54,Male,172,154,Yes,Books,Kanpur,125,38
910,user910@yahoo.com,67,Male,132,51,Yes,Luxury & Beauty,Chennai,178,85
911,user911@outlook.com,15,Male,80,164,Yes,Books,Chennai,241,69
912,user912@hotmail.com,55,Male,71,173,Yes,Groceries,Kanpur,263,57
913,user913@kpriet.ac.in,65,Female,112,135,Yes,Electronics,Mumbai,101,18
914,user914@outlook.com,45,Male,108,72,No,Luxury & Beauty,Chennai,178,74
915,user915@yahoo.com,17,Female,104,47,Yes,Luxury & Beauty,Bangalore,123,63
916,user916@kpriet.ac.in,19,Female,14,180,Yes,Clothing,New Delhi,277,89
917,user917@srm.ac.in,61,Male,154,92,Yes,Groceries,New Delhi,254,41
918,user918@yahoo.com,56,Female,151,121,No,Electronics,Kanpur,161,67
919,user919@hotmail.com,75,Female,53,157,No,Groceries,New Delhi,123,46
920,user920@srm.ac.in,30,Female,92,156,Yes,Clothing,Coimbatore,23,78
921,user921@srm.ac.in,13,Female,61,22,Yes,Clothing,Salem,93,69
922,user922@yahoo.com,28,Male,180,63,Yes,Luxury & Beauty,Kanpur,248,66
923,user923@hotmail.com,66,Male,141,101,No,Clothing,Coimbatore,52,27
924,user924@kpriet.ac.in,14,Female,168,103,Yes,Groceries,Mumbai,224,89
925,user925@srm.ac.in,26,Female,126,38,Yes,Electronics,Bangalore,146,13
926,user926@yahoo.com,18,Female,176,32,No,Books,Bangalore,289,85
927,user927@yahoo.com,40,Female,96,9,Yes,Groceries,Chennai,188,6
928,user928@kpriet.ac.in,56,Female,134,56,No,Clothing,Tiruppur,271,31
929,user929@hotmail.com,56,Female,81,138,No,Clothing,Mumbai,255,5
930,user930@yahoo.com,59,Male,48,134,Yes,Luxury & Beauty,Chennai,256,25
931,user931@yahoo.com,14,Male,173,180,Yes,Luxury & Beauty,Tiruppur,40,19
932,user932@yahoo.com,29,Female,147,112,No,Luxury & Beauty,Chennai,66,39
933,user933@outlook.com,67,Female,51,43,No,Groceries,Tiruppur,167,28
934,user934@gmail.com,57,Male,80,160,No,Books,New Delhi,253,18
935,user935@kpriet.ac.in,57,Female,29,29,No,Luxury & Beauty,Bangalore,197,78
936,user936@outlook.com,66,Male,125,50,Yes,Electronics,Tiruppur,172,71
937,user937@yahoo.com,19,Female,37,126,No,Electronics,Kanpur,220,28
938,user938@gmail.com,27,Male,71,162,Yes,Luxury & Beauty,Tiruppur,109,76
939,user939@kpriet.ac.in,77,Female,148,158,No,Luxury & Beauty,Mumbai,232,46
940,user940@srm.ac.in,56,Female,51,14,No,Books,Coimbatore,147,36
941,user941@kpriet.ac.in,60,Female,179,141,Yes,Books,New Delhi,111,17
942,user942@outlook.com,50,Female,90,133,Yes,Groceries,Bangalore,241,94
943,user943@outlook.com,45,Female,172,35,No,Groceries,New Delhi,254,80
944,user944@outlook.com,41,Male,27,28,No,Electronics,Kanpur,216,55
945,user945@kpriet.ac.in,24,Female,61,128,No,Books,Chennai,113,10
,,,,,,,,,,
947,user947@yahoo.com,33,Male,62,38,Yes,Groceries,Bangalore,221,33
948,user948@kpriet.ac.in,73,Male,83,159,Yes,Luxury & Beauty,Bangalore,42,34
949,user949@srm.ac.in,76,Male,112,143,Yes,Books,New Delhi,142,49
950,user950@srm.ac.in,59,Female,89,5,Yes,Groceries,New Delhi,100,84
951,user951@srm.ac.in,25,Male,100,178,No,Luxury & Beauty,New Delhi,160,21
952,user952@yahoo.com,43,Male,71,171,No,Electronics,Chennai,295,52
953,user953@gmail.com,43,Male,154,115,No,Clothing,New Delhi,169,59
954,user954@outlook.com,67,Female,80,138,No,Books,Tiruppur,54,11
955,user955@yahoo.com,37,Female,123,112,No,Electronics,Tiruppur,131,33
956,user956@outlook.com,46,Male,35,99,No,Electronics,Coimbatore,272,87
957,user957@yahoo.com,72,Female,125,16,Yes,Books,Kanpur,230,55
958,user958@outlook.com,35,Male,18,140,No,Clothing,Chennai,82,89
959,user959@yahoo.com,25,Male,167,114,No,Luxury & Beauty,Salem,208,19
960,user960@gmail.com,27,Female,154,63,No,Electronics,Chennai,59,69
961,user961@kpriet.ac.in,19,Male,153,128,Yes,Electronics,Mumbai,73,27
962,user962@srm.ac.in,67,Female,163,102,Yes,Clothing,Kanpur,278,10
963,user963@outlook.com,32,Male,23,94,No,Luxury & Beauty,Kanpur,186,81
964,user964@yahoo.com,66,Female,125,155,Yes,Electronics,New Delhi,229,94
965,user965@gmail.com,21,Female,54,152,Yes,Clothing,Coimbatore,250,35
966,user966@gmail.com,50,Male,133,30,Yes,Books,Chennai,104,82
967,user967@srm.ac.in,54,Female,35,113,Yes,Clothing,New Delhi,149,90
968,user968@yahoo.com,18,Male,179,39,No,Clothing,Kanpur,126,83
969,user969@kpriet.ac.in,80,Male,102,70,Yes,Groceries,New Delhi,279,25
970,user970@outlook.com,79,Female,140,127,Yes,Electronics,New Delhi,42,92
971,user971@kpriet.ac.in,47,Female,81,64,No,Luxury & Beauty,Tiruppur,256,48
972,user972@hotmail.com,48,Male,110,26,No,Books,Chennai,33,73
973,user973@gmail.com,30,Female,18,77,Yes,Groceries,Chennai,57,85
974,user974@gmail.com,32,Male,43,158,No,Clothing,Kanpur,256,83
975,user975@srm.ac.in,56,Male,40,144,No,Books,Salem,215,66
976,user976@yahoo.com,75,Male,56,109,Yes,Luxury & Beauty,Mumbai,195,78
977,user977@hotmail.com,38,Male,92,70,Yes,Books,Coimbatore,224,21
978,user978@hotmail.com,25,Female,109,53,Yes,Books,Kanpur,119,54
,,,,,,,,,,
980,user980@yahoo.com,27,Male,122,6,No,Luxury & Beauty,Mumbai,39,41
981,user981@outlook.com,40,Male,41,152,Yes,Clothing,New Delhi,25,56
982,user982@gmail.com,73,Female,85,138,No,Electronics,Salem,148,49
983,user983@yahoo.com,13,Male,51,35,No,Electronics,New Delhi,78,4
984,user984@hotmail.com,56,Male,25,138,No,Clothing,Kanpur,89,78
985,user985@gmail.com,80,Female,129,6,Yes,Groceries,Chennai,187,32
986,user986@gmail.com,57,Male,90,101,Yes,Luxury & Beauty,Bangalore,257,10
987,user987@hotmail.com,69,Female,166,172,No,Books,Coimbatore,268,35
988,user988@hotmail.com,80,Male,50,57,No,Groceries,Tiruppur,256,16
989,user989@gmail.com,26,Female,85,85,No,Luxury & Beauty,New Delhi,54,69
,,,,,,,,,,
991,user991@kpriet.ac.in,18,Male,19,97,Yes,Books,New Delhi,300,88
992,user992@kpriet.ac.in,49,Female,6,32,Yes,Groceries,Tiruppur,144,71
993,user993@gmail.com,60,Male,120,44,No,Groceries,Tiruppur,244,53
994,user994@outlook.com,71,Male,75,114,No,Groceries,Salem,91,9
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,27,113,Yes,Luxury & Beauty,Salem,71,100
